Municipio;Densidade;Area;Populacao;NivelDensidade;CasosCovid19
Santana do Itararé (PR);20,89;251,3;5250;Baixo;0
Santa Tereza do Oeste (PR);31,67;326,2;10331;Médio;0
Santa Terezinha de Itaipu (PR);80,34;259,4;20840;Médio;0
Santo Antônio da Platina (PR);59,19;721,5;42706;Médio;0
Santo Antônio do Caiuá (PR);12,45;219,1;2728;Baixo;0
Santo Antônio do Paraíso (PR);14,51;165,9;2407;Baixo;0
Santo Antônio do Sudoeste (PR);58;325,7;18891;Médio;0
Santo Inácio (PR);17,17;306,9;5269;Baixo;0
São Carlos do Ivaí (PR);28,23;225,1;6355;Baixo;0
São Jerônimo da Serra (PR);13,76;823,8;11335;Baixo;0
São João (PR);27,31;388,1;10599;Baixo;0
São João do Caiuá (PR);19,42;304,4;5911;Baixo;0
São João do Ivaí (PR);32,62;353,3;11525;Médio;0
São João do Triunfo (PR);19,02;720,4;13702;Baixo;0
São Jorge d'Oeste (PR);23,94;379,5;9085;Baixo;0
São Jorge do Ivaí (PR);17,51;315,1;5517;Baixo;0
São Jorge do Patrocínio (PR);14,93;404,7;6042;Baixo;0
São José da Boa Vista (PR);16,29;399,7;6511;Baixo;0
São José das Palmeiras (PR);21;182,4;3830;Baixo;0
São José dos Pinhais (PR);279,16;946,4;264197;Alto;6
São Manoel do Paraná (PR);22;95,4;2099;Baixo;1
São Mateus do Sul (PR);30,73;1342,6;41258;Médio;0
São Miguel do Iguaçu (PR);30,27;851,3;25769;Médio;0
São Pedro do Iguaçu (PR);21,05;308,3;6490;Baixo;0
São Pedro do Ivaí (PR);31,51;322,7;10168;Médio;0
São Pedro do Paraná (PR);9,94;250,7;2492;Baixo;0
São Sebastião da Amoreira (PR);37,84;228;8628;Médio;0
São Tomé (PR);24,47;218,6;5349;Baixo;0
Sapopema (PR);9,94;677,6;6735;Baixo;0
Sarandi (PR);801,79;103,3;82825;Alto;1
Saudade do Iguaçu (PR);33,06;152,1;5028;Médio;0
Sengés (PR);12,81;1437,4;18413;Baixo;0
Serranópolis do Iguaçu (PR);9,44;483,7;4566;Baixo;0
Sertaneja (PR);13,09;444,5;5819;Baixo;0
Sertanópolis (PR);30,93;505,5;15635;Médio;0
Siqueira Campos (PR);66,37;278;18451;Médio;0
Sulina (PR);19,88;170,8;3396;Baixo;0
Tamarana (PR);25,97;472,2;12263;Baixo;0
Tamboara (PR);24,12;193,3;4662;Baixo;0
Tapejara (PR);24,68;591,4;14596;Baixo;0
Tapira (PR);13,44;434,4;5838;Baixo;0
Teixeira Soares (PR);11,39;902,8;10283;Baixo;0
Telêmaco Borba (PR);50,53;1382,9;69878;Médio;6
Terra Boa (PR);49,17;320,9;15779;Médio;1
Terra Rica (PR);21,73;700,6;15224;Baixo;1
Terra Roxa (PR);20,93;800,8;16761;Baixo;0
Tibagi (PR);6,55;2951,6;19333;Baixo;0
Tijucas do Sul (PR);21,63;672,2;14540;Baixo;0
Toledo (PR);99,68;1197;119317;Médio;0
Tomazina (PR);14,86;591,4;8788;Baixo;0
Três Barras do Paraná (PR);23,45;504,2;11823;Baixo;0
Tunas do Paraná (PR);9,36;668,5;6257;Baixo;0
Tuneiras do Oeste (PR);12,44;698,9;8694;Baixo;0
Tupãssi (PR);25,72;310,9;7996;Baixo;0
Turvo (PR);15,07;916,5;13812;Baixo;0
Ubiratã (PR);33,03;652,6;21555;Médio;0
Umuarama (PR);81,67;1232,8;100683;Médio;4
União da Vitória (PR);73,22;720,2;52733;Médio;3
Uniflor (PR);26,01;94,8;2466;Baixo;0
Uraí (PR);48,24;237,8;11471;Médio;0
Wenceslau Braz (PR);48,5;397,9;19298;Médio;0
Ventania (PR);13,11;759,4;9956;Baixo;0
Vera Cruz do Oeste (PR);27,43;327,1;8972;Baixo;0
Verê (PR);25,27;311,8;7879;Baixo;1
Alto Paraíso (PR);3,31;967,8;3203;Baixo;0
Doutor Ulysses (PR);7,33;781,5;5728;Baixo;0
Virmond (PR);16,24;243,2;3950;Baixo;0
Vitorino (PR);21,13;308,3;6514;Baixo;0
Xambrê (PR);16,71;359,7;6011;Baixo;0
Abdon Batista (SC);11,26;235,6;2653;Baixo;0
Abelardo Luz (SC);17,9;955,4;17102;Baixo;0
Agrolândia (SC);45,01;207,1;9322;Médio;0
Agronômica (SC);37,73;130;4905;Médio;0
Água Doce (SC);5,3;1313;6959;Baixo;0
Águas de Chapecó (SC);43,92;139,1;6109;Médio;0
Águas Frias (SC);32,25;75,2;2425;Médio;0
Águas Mornas (SC);16,99;326,5;5547;Baixo;0
Alfredo Wagner (SC);12,85;732,3;9410;Baixo;0
Alto Bela Vista (SC);19,35;103,6;2005;Baixo;0
Anchieta (SC);27,91;228,6;6380;Baixo;0
Angelina (SC);10,5;499,9;5249;Baixo;0
Anita Garibaldi (SC);14,65;588,6;8623;Baixo;0
Anitápolis (SC);5,93;542,4;3216;Baixo;0
Antônio Carlos (SC);32,55;229,1;7457;Médio;9
Apiúna (SC);19,45;493,5;9599;Baixo;0
Arabutã (SC);31,71;132,2;4192;Médio;0
Araquari (SC);64,25;386,1;24807;Médio;0
Araranguá (SC);201,74;303,9;61309;Alto;1
Armazém (SC);44,69;173,5;7754;Médio;0
Arroio Trinta (SC);37,12;94,3;3500;Médio;0
Arvoredo (SC);24,91;90,7;2259;Baixo;0
Ascurra (SC);66,37;111,7;7414;Médio;0
Atalanta (SC);34,91;94,5;3299;Médio;0
Aurora (SC);26,81;206,9;5547;Baixo;0
Balneário Arroio do Silva (SC);101,33;94,6;9586;Alto;3
Balneário Camboriú (SC);2309,74;46,8;108096;Alto;32
Balneário Barra do Sul (SC);76,28;110,5;8429;Médio;0
Balneário Gaivota (SC);55,83;147,5;8235;Médio;0
Bandeirante (SC);19,87;146,3;2907;Baixo;0
Barra Bonita (SC);20,09;93,5;1878;Baixo;0
Barra Velha (SC);159,7;140,2;22390;Alto;0
Bela Vista do Toldo (SC);11,23;534,6;6004;Baixo;0
Belmonte (SC);28,15;93,6;2635;Baixo;0
Benedito Novo (SC);26,62;388,2;10334;Baixo;0
Biguaçu (SC);155,44;374,5;58212;Alto;1
Blumenau (SC);594,44;519,8;308990;Alto;45
Bocaina do Sul (SC);6,41;513;3288;Baixo;0
Bombinhas (SC);423,28;33,8;14307;Alto;0
Bom Jardim da Serra (SC);4,7;935,2;4395;Baixo;0
Bom Jesus (SC);39,75;63,6;2528;Médio;0
Bom Jesus do Oeste (SC);31,4;67,9;2132;Médio;0
Bom Retiro (SC);8,47;1055,5;8940;Baixo;0
Botuverá (SC);14,74;303;4466;Baixo;0
Braço do Norte (SC);137,12;211,6;29015;Alto;39
Braço do Trombudo (SC);38,55;89,7;3458;Médio;0
Brunópolis (SC);8,49;335,5;2848;Baixo;0
Brusque (SC);372,22;283,4;105487;Alto;5
Caçador (SC);72,07;981,9;70766;Médio;0
Caibi (SC);36,22;171,7;6219;Médio;0
Calmon (SC);5,3;639,5;3389;Baixo;0
Camboriú (SC);290,73;214,5;62362;Alto;16
Capão Alto (SC);2,06;1335,3;2751;Baixo;0
Campo Alegre (SC);23,68;496,1;11748;Baixo;0
Campo Belo do Sul (SC);7,28;1027,4;7479;Baixo;0
Campo Erê (SC);19,57;478,7;9368;Baixo;0
Campos Novos (SC);19,09;1719,2;32820;Baixo;0
Canelinha (SC);70,03;151,4;10603;Médio;3
Canoinhas (SC);46,09;1144,8;52764;Médio;0
Capinzal (SC);85,15;243,9;20768;Médio;0
Capivari de Baixo (SC);407,68;53,2;21689;Alto;0
Catanduvas (SC);48,25;198;9554;Médio;0
Caxambu do Sul (SC);31,38;140,6;4412;Médio;0
Celso Ramos (SC);13,36;207,4;2771;Baixo;0
Cerro Negro (SC);8,59;416,8;3580;Baixo;0
Chapadão do Lageado (SC);22,19;124,5;2763;Baixo;0
Chapecó (SC);293,98;624,3;183532;Alto;14
Cocal do Sul (SC);212,88;71,2;15157;Alto;0
Concórdia (SC);86,07;797,3;68624;Médio;0
Cordilheira Alta (SC);44,97;83,8;3768;Médio;0
Coronel Freitas (SC);43,62;234,2;10216;Médio;0
Coronel Martins (SC);22,88;107,4;2457;Baixo;0
Corupá (SC);34,2;405;13851;Médio;0
Correia Pinto (SC);22,69;651,6;14785;Baixo;0
Criciúma (SC);816,15;235,6;192285;Alto;53
Cunha Porã (SC);48,18;220,3;10614;Médio;0
Cunhataí (SC);34,53;54,5;1882;Médio;0
Curitibanos (SC);39,64;952,3;37749;Médio;0
Descanso (SC);30,23;285,6;8634;Médio;0
Dionísio Cerqueira (SC);39,21;377,7;14810;Médio;0
Dona Emma (SC);20,56;181;3721;Baixo;0
Doutor Pedrinho (SC);9,59;375,8;3604;Baixo;0
Entre Rios (SC);28,7;105,2;3019;Baixo;0
Ermo (SC);32,09;63,9;2051;Médio;0
Erval Velho (SC);21;207,2;4351;Baixo;0
Faxinal dos Guedes (SC);31,39;339,6;10660;Médio;0
Flor do Sertão (SC);27,05;58,7;1588;Baixo;0
Florianópolis (SC);627,24;671,6;421254;Alto;136
Formosa do Sul (SC);26,12;99,6;2602;Baixo;0
Forquilhinha (SC);123,95;181,9;22547;Alto;0
Fraiburgo (SC);63,25;546,3;34553;Médio;0
Frei Rogério (SC);15,67;157,8;2473;Baixo;0
Galvão (SC);28,48;121,9;3472;Baixo;0
Garopaba (SC);156,96;115,6;18145;Alto;0
Garuva (SC);29,44;501,4;14761;Baixo;0
Gaspar (SC);150,07;386,4;57987;Alto;5
Governador Celso Ramos (SC);111,42;116,7;13003;Alto;1
Grão Pará (SC);18,51;336,2;6223;Baixo;0
Gravatal (SC);63,15;168,4;10634;Médio;10
Guabiruba (SC);106,17;173,6;18431;Alto;0
Guaraciaba (SC);31,75;330,6;10497;Médio;0
Guaramirim (SC);131,18;268,1;35169;Alto;0
Guarujá do Sul (SC);48,82;100,5;4906;Médio;0
Guatambú (SC);22,85;204,8;4680;Baixo;0
Herval d'Oeste (SC);97,95;216,8;21236;Médio;0
Ibiam (SC);13,2;147,3;1944;Baixo;0
Ibicaré (SC);21,61;156,1;3373;Baixo;0
Ibirama (SC);70,25;246,7;17331;Médio;0
Içara (SC);200,02;294,1;58826;Alto;3
Ilhota (SC);48,75;253,4;12353;Médio;0
Imaruí (SC);21,53;542,2;11674;Baixo;0
Imbituba (SC);220,06;182,5;40161;Alto;17
Imbuia (SC);46,82;121,9;5707;Médio;0
Indaial (SC);127,41;430,5;54850;Alto;1
Iomerê (SC);23,87;114,7;2738;Baixo;0
Ipira (SC);30,57;155,4;4751;Médio;0
Iporã do Oeste (SC);41,55;202,4;8410;Médio;0
Ipuaçu (SC);26,01;261,4;6799;Baixo;0
Ipumirim (SC);29,22;247,1;7220;Baixo;0
Iraceminha (SC);25,87;164,4;4253;Baixo;0
Irani (SC);29,14;327;9529;Baixo;0
Irati (SC);27,04;77,5;2096;Baixo;1
Irineópolis (SC);17,67;591,3;10448;Baixo;0
Itá (SC);38,84;165,5;6428;Médio;0
Itaiópolis (SC);15,67;1295,3;20297;Baixo;0
Itajaí (SC);633,75;289,3;183344;Alto;55
Itapema (SC);771,5;59,4;45827;Alto;3
Itapiranga (SC);55,01;280,1;15408;Médio;0
Itapoá (SC);57,73;255,7;14762;Médio;0
Ituporanga (SC);66,03;337;22252;Médio;0
Jaborá (SC);21,14;191,1;4040;Baixo;0
Jacinto Machado (SC);24,74;428,8;10609;Baixo;0
Jaguaruna (SC);52,49;329,4;17290;Médio;7
Jaraguá do Sul (SC);268,73;532,6;143126;Alto;10
Jardinópolis (SC);25,93;68,1;1766;Baixo;0
Joaçaba (SC);116,29;232,4;27026;Alto;1
Joinville (SC);449,3;1146,9;515302;Alto;36
José Boiteux (SC);11,64;405,5;4720;Baixo;0
Jupiá (SC);23,42;91,7;2148;Baixo;0
Lacerdópolis (SC);32,12;68,5;2200;Médio;0
Lages (SC);59,6;2629,8;156736;Médio;3
Laguna (SC);117;440,7;51562;Alto;3
Lajeado Grande (SC);22,6;65,9;1489;Baixo;0
Laurentino (SC);75,52;79,5;6004;Médio;0
Lauro Müller (SC);53,11;270,5;14366;Médio;0
Lebon Régis (SC);12,58;940,7;11834;Baixo;0
Leoberto Leal (SC);11,56;291,2;3366;Baixo;0
Lindóia do Sul (SC);24,49;189,6;4643;Baixo;0
Lontras (SC);51,63;198,4;10243;Médio;0
Luiz Alves (SC);40,13;260,1;10438;Médio;0
Luzerna (SC);47,93;116,8;5598;Médio;0
Macieira (SC);7,02;260,1;1826;Baixo;0
Mafra (SC);37,68;1404,2;52910;Médio;1
Major Gercino (SC);11,48;285,7;3280;Baixo;0
Major Vieira (SC);14,22;526;7480;Baixo;0
Maracajá (SC);101,01;63,4;6404;Alto;0
Maravilha (SC);130,43;169,4;22095;Alto;0
Marema (SC);21,26;103,6;2203;Baixo;0
Massaranduba (SC);39,31;373,3;14674;Médio;0
Matos Costa (SC);6,57;432,2;2840;Baixo;0
Meleiro (SC);37,51;186,6;6999;Médio;0
Mirim Doce (SC);7,47;336,3;2512;Baixo;0
Modelo (SC);43,63;92,7;4045;Médio;0
Mondaí (SC);50,91;201;10233;Médio;0
Monte Carlo (SC);48,06;193,8;9314;Médio;0
Monte Castelo (SC);14,86;561,7;8347;Baixo;0
Morro da Fumaça (SC);194,44;82,9;16119;Alto;1
Morro Grande (SC);11,27;256,4;2890;Baixo;0
Navegantes (SC);543,29;111,5;60577;Alto;11
Nova Erechim (SC);66,38;64,4;4275;Médio;0
Nova Itaberaba (SC);31,01;137,6;4267;Médio;0
Nova Trento (SC);30,31;402,1;12188;Médio;0
Nova Veneza (SC);45,34;293,5;13307;Médio;0
Novo Horizonte (SC);18,13;151,7;2750;Baixo;0
Orleans (SC);38,91;549,8;21393;Médio;0
Otacílio Costa (SC);19,3;846,6;16339;Baixo;0
Ouro (SC);34,66;212,7;7372;Médio;0
Ouro Verde (SC);12;189,3;2272;Baixo;0
Paial (SC);20,56;85,8;1764;Baixo;0
Painel (SC);3,18;739,8;2353;Baixo;0
Palhoça (SC);347,68;395;137334;Alto;1
Palma Sola (SC);23,4;331,8;7764;Baixo;0
Palmeira (SC);8,12;292,2;2373;Baixo;0
Palmitos (SC);45,68;350,7;16020;Médio;0
Papanduva (SC);23,59;759,8;17924;Baixo;4
Paraíso (SC);22,84;178,6;4079;Baixo;0
Passo de Torres (SC);69,61;95,2;6627;Médio;0
Passos Maia (SC);7,2;614,4;4424;Baixo;0
Paulo Lopes (SC);14,86;450,4;6693;Baixo;1
Pedras Grandes (SC);23,9;171,8;4106;Baixo;0
Penha (SC);405,72;62;25155;Alto;0
Peritiba (SC);31;96,4;2988;Médio;0
Petrolândia (SC);20,03;306,2;6133;Baixo;0
Balneário Piçarras (SC);171,82;99,4;17079;Alto;0
Pinhalzinho (SC);127,3;128,3;16333;Alto;0
Pinheiro Preto (SC);47,9;65,7;3147;Médio;0
Piratuba (SC);32,85;145,7;4786;Médio;0
Planalto Alegre (SC);42,37;62,6;2652;Médio;0
Pomerode (SC);128,57;215,9;27758;Alto;4
Ponte Alta (SC);8,64;566,8;4897;Baixo;0
Ponte Alta do Norte (SC);8,24;401;3304;Baixo;0
Ponte Serrada (SC);19,56;564;11032;Baixo;0
Porto Belo (SC);167,82;95,8;16077;Alto;10
Porto União (SC);39,35;851,2;33495;Médio;0
Pouso Redondo (SC);41,19;359,5;14808;Médio;0
Praia Grande (SC);26,09;278,6;7269;Baixo;0
Presidente Castello Branco (SC);26,39;65,4;1726;Baixo;0
Presidente Getúlio (SC);50,35;295,7;14888;Médio;0
Presidente Nereu (SC);10,17;224,7;2285;Baixo;0
Princesa (SC);31,99;86,2;2758;Médio;0
Quilombo (SC);36,69;279,3;10248;Médio;0
Rancho Queimado (SC);9,59;286,4;2747;Baixo;8
Rio das Antas (SC);19,37;317,2;6144;Baixo;0
Rio do Campo (SC);12,23;506,2;6191;Baixo;0
Rio do Oeste (SC);28,86;245,6;7088;Baixo;0
Rio dos Cedros (SC);18,51;555,7;10286;Baixo;0
Rio do Sul (SC);236,83;258,4;61197;Alto;0
Rio Fortuna (SC);14,73;301,9;4447;Baixo;0
Rio Negrinho (SC);43,86;908,4;39842;Médio;0
Rio Rufino (SC);8,62;282,6;2436;Baixo;0
Riqueza (SC);25,43;190,3;4839;Baixo;0
Rodeio (SC);85,24;128,1;10919;Médio;0
Romelândia (SC);24,81;223,8;5552;Baixo;0
Salete (SC);41,1;179,3;7369;Médio;0
Saltinho (SC);25,3;156,5;3959;Baixo;0
Salto Veloso (SC);40,95;105;4300;Médio;0
Sangão (SC);125,22;83,1;10406;Alto;0
Santa Cecília (SC);13,76;1145,3;15759;Baixo;0
Santa Helena (SC);29,41;81;2382;Baixo;0
Santa Rosa de Lima (SC);10,17;203;2065;Baixo;0
Santa Rosa do Sul (SC);53,18;151,4;8051;Médio;0
Santa Terezinha (SC);12,24;716,3;8768;Baixo;0
Santa Terezinha do Progresso (SC);24,34;119;2896;Baixo;0
Santiago do Sul (SC);19,91;73,6;1465;Baixo;0
Santo Amaro da Imperatriz (SC);57,46;345;19824;Médio;0
São Bernardino (SC);18,47;145;2678;Baixo;0
São Bento do Sul (SC);150,94;495,6;74806;Alto;0
São Bonifácio (SC);6,52;461,3;3008;Baixo;0
São Carlos (SC);64,73;159;10292;Médio;0
São Cristóvão do Sul (SC);14,36;349;5012;Baixo;0
São Domingos (SC);24,74;383,7;9493;Baixo;0
São Francisco do Sul (SC);86,25;493;42521;Médio;2
São João do Oeste (SC);36,88;163,7;6037;Médio;0
São João Batista (SC);118,97;220,7;26257;Alto;0
São João do Itaperiú (SC);22,61;151,9;3434;Baixo;0
São João do Sul (SC);38,33;182,7;7003;Médio;0
São Joaquim (SC);13,16;1885,6;24814;Baixo;0
São José (SC);1388,17;151,1;209752;Alto;28
São José do Cedro (SC);48,94;279,6;13684;Médio;0
São José do Cerrito (SC);9,8;946,2;9273;Baixo;0
São Lourenço do Oeste (SC);60,24;361,8;21795;Médio;2
São Ludgero (SC);102,19;107,6;10996;Alto;5
São Martinho (SC);14,29;224,5;3208;Baixo;0
São Miguel da Boa Vista (SC);26,47;71,9;1903;Baixo;0
São Miguel do Oeste (SC);154,89;234,4;36306;Alto;0
São Pedro de Alcântara (SC);33,69;139,6;4703;Médio;3
Saudades (SC);43,86;205,6;9018;Médio;0
Schroeder (SC);106,68;143,6;15319;Alto;0
Seara (SC);54,19;312,5;16934;Médio;0
Serra Alta (SC);36,32;90,4;3283;Médio;0
Siderópolis (SC);49,48;262,7;12998;Médio;4
Sombrio (SC);186,43;142,8;26622;Alto;0
Sul Brasil (SC);24,54;112,7;2766;Baixo;0
Taió (SC);24,91;693;17263;Baixo;0
Tangará (SC);22,29;389,2;8675;Baixo;0
Tigrinhos (SC);30,59;57,4;1756;Médio;0
Tijucas (SC);111,69;277,2;30960;Alto;3
Timbé do Sul (SC);15,91;333,6;5308;Baixo;2
Timbó (SC);288,99;127,2;36760;Alto;0
Timbó Grande (SC);12,01;596,9;7169;Baixo;0
Três Barras (SC);41,38;438,1;18129;Médio;0
Treviso (SC);22,37;157,7;3528;Baixo;0
Treze de Maio (SC);42,69;161,1;6877;Médio;0
Treze Tílias (SC);34,24;185,2;6341;Médio;0
Trombudo Central (SC);60,27;108,7;6551;Médio;0
Tubarão (SC);323,76;300,3;97225;Alto;37
Tunápolis (SC);34,86;132,9;4633;Médio;0
Turvo (SC);50,72;233,7;11853;Médio;0
União do Oeste (SC);31,27;93,1;2911;Médio;0
Urubici (SC);10,5;1019,2;10702;Baixo;0
Urupema (SC);7,03;353,1;2482;Baixo;0
Urussanga (SC);84,1;240,5;20226;Médio;2
Vargeão (SC);21,22;166,4;3531;Baixo;0
Vargem (SC);8,02;350,1;2808;Baixo;0
Vargem Bonita (SC);16,05;298,6;4793;Baixo;0
Vidal Ramos (SC);18,55;339,1;6290;Baixo;0
Videira (SC);124,88;377,9;47192;Alto;0
Vitor Meireles (SC);14,01;371,6;5206;Baixo;0
Witmarsum (SC);23,87;150,8;3600;Baixo;0
Xanxerê (SC);116,88;377,6;44134;Alto;0
Xavantina (SC);19,26;215,1;4143;Baixo;0
Xaxim (SC);87,25;294,7;25713;Médio;0
Zortéa (SC);15,73;190,1;2990;Baixo;0
Aceguá (RS);2,84;1549,4;4400;Baixo;0
Água Santa (RS);12,76;291,8;3723;Baixo;0
Agudo (RS);31,19;536,1;16721;Médio;0
Ajuricaba (RS);22,44;323,2;7253;Baixo;0
Alecrim (RS);22,38;314,7;7043;Baixo;0
Alegrete (RS);9,95;7804;77650;Baixo;1
Alegria (RS);24,91;172,7;4302;Baixo;0
Almirante Tamandaré do Sul (RS);7,79;265,4;2067;Baixo;0
Alpestre (RS);24,42;328,8;8029;Baixo;0
Alto Alegre (RS);16,15;114,4;1848;Baixo;0
Alto Feliz (RS);36,84;79,2;2918;Médio;0
Alvorada (RS);2743,94;71,3;195643;Alto;9
Amaral Ferrador (RS);12,54;506,5;6352;Baixo;0
Ametista do Sul (RS);78,33;93,5;7324;Médio;0
André da Rocha (RS);3,75;324,3;1216;Baixo;0
Anta Gorda (RS);25;243;6075;Baixo;6
Antônio Prado (RS);36,92;347,6;12833;Médio;0
Arambaré (RS);7,11;519,1;3691;Baixo;0
Araricá (RS);137,83;35,3;4865;Alto;0
Aratiba (RS);19,23;341,3;6563;Baixo;0
Arroio do Meio (RS);118,91;158;18788;Alto;0
Arroio do Sal (RS);64,01;120,9;7739;Médio;0
Arroio do Padre (RS);21,96;124,3;2730;Baixo;0
Arroio dos Ratos (RS);31,94;425,9;13603;Médio;0
Arroio do Tigre (RS);39,74;318,2;12645;Médio;0
Arroio Grande (RS);7,35;2513,6;18475;Baixo;0
Arvorezinha (RS);37,64;271,6;10223;Médio;0
Augusto Pestana (RS);20,42;347,4;7094;Baixo;0
Áurea (RS);23,15;158,3;3665;Baixo;0
Bagé (RS);28,52;4095,6;116807;Baixo;37
Balneário Pinhal (RS);104,63;103,8;10861;Alto;0
Barão (RS);46,12;124,5;5742;Médio;0
Barão de Cotegipe (RS);25,1;260,1;6529;Baixo;0
Barão do Triunfo (RS);16,08;436,4;7017;Baixo;0
Barracão (RS);10,38;516,3;5359;Baixo;0
Barra do Guarita (RS);47,82;64,6;3089;Médio;0
Barra do Quaraí (RS);3,8;1056,1;4013;Baixo;0
Barra do Ribeiro (RS);17,25;729;12575;Baixo;0
Barra do Rio Azul (RS);13,62;147;2002;Baixo;0
Barra Funda (RS);39,43;60;2366;Médio;0
Barros Cassal (RS);17,16;648,9;11135;Baixo;0
Benjamin Constant do Sul (RS);17,42;132,4;2306;Baixo;0
Bento Gonçalves (RS);280,86;382;107289;Alto;15
Boa Vista das Missões (RS);10,85;194,8;2114;Baixo;0
Boa Vista do Buricá (RS);60,46;108,7;6572;Médio;0
Boa Vista do Cadeado (RS);3,48;701,1;2440;Baixo;0
Boa Vista do Incra (RS);4,82;503,5;2427;Baixo;0
Boa Vista do Sul (RS);29,42;94,3;2774;Baixo;0
Bom Jesus (RS);4,39;2625,7;11527;Baixo;0
Bom Princípio (RS);133,2;88,5;11788;Alto;0
Bom Progresso (RS);26,23;88,7;2327;Baixo;0
Bom Retiro do Sul (RS);112,11;102,3;11469;Alto;0
Boqueirão do Leão (RS);28,91;265,4;7673;Baixo;0
Bossoroca (RS);4,27;1610,6;6877;Baixo;0
Bozano (RS);10,94;201;2199;Baixo;0
Braga (RS);28,7;129;3702;Baixo;0
Brochier (RS);43,8;106,7;4673;Médio;0
Butiá (RS);27,13;752,3;20410;Baixo;0
Caçapava do Sul (RS);11,06;3047,1;33701;Baixo;0
Cacequi (RS);5,77;2370;13675;Baixo;0
Cachoeira do Sul (RS);22,44;3735,2;83818;Baixo;2
Cachoeirinha (RS);2687,04;44;118230;Alto;2
Cacique Doble (RS);23,87;203,9;4867;Baixo;0
Caibaté (RS);19,08;259,7;4955;Baixo;0
Caiçara (RS);26,8;189,2;5071;Baixo;0
Camaquã (RS);37,37;1679,4;62759;Médio;0
Camargo (RS);18,77;138,1;2592;Baixo;0
Cambará do Sul (RS);5,4;1212,5;6548;Baixo;0
Campestre da Serra (RS);6,04;538;3250;Baixo;0
Campina das Missões (RS);27,09;225,8;6117;Baixo;0
Campinas do Sul (RS);19,94;276,2;5507;Baixo;0
Campo Bom (RS);992,79;60,5;60064;Alto;11
Campo Novo (RS);24,58;222,1;5459;Baixo;0
Campos Borges (RS);15,42;226,6;3494;Baixo;0
Candelária (RS);31,96;943,9;30167;Médio;0
Cândido Godói (RS);26,54;246,3;6537;Baixo;0
Candiota (RS);9,39;933,8;8768;Baixo;0
Canela (RS);154,58;253,8;39232;Alto;0
Canguçu (RS);15,11;3525,3;53267;Baixo;2
Canoas (RS);2470,13;131,1;323834;Alto;23
Canudos do Vale (RS);22,06;81,9;1807;Baixo;0
Capão Bonito do Sul (RS);3,33;527,1;1755;Baixo;0
Capão da Canoa (RS);432,96;97,1;42040;Alto;6
Capão do Cipó (RS);3,08;1008,7;3107;Baixo;0
Capão do Leão (RS);30,94;785,4;24300;Médio;1
Capivari do Sul (RS);9,42;412,8;3889;Baixo;0
Capela de Santana (RS);63,19;183,8;11614;Médio;0
Capitão (RS);35,64;74;2637;Médio;0
Carazinho (RS);89,19;665,1;59320;Médio;0
Caraá (RS);24,84;294,3;7310;Baixo;0
Carlos Barbosa (RS);110,17;228,7;25196;Alto;4
Carlos Gomes (RS);19,33;83,2;1608;Baixo;0
Casca (RS);31,83;271,7;8648;Médio;0
Caseiros (RS);12,76;235,7;3008;Baixo;0
Catuípe (RS);15,98;583,3;9321;Baixo;0
Caxias do Sul (RS);264,89;1644,3;435559;Alto;25
Centenário (RS);22,07;134,3;2964;Baixo;0
Cerrito (RS);14,17;451,7;6401;Baixo;0
Cerro Branco (RS);28,05;158,8;4454;Baixo;0
Cerro Grande (RS);32,91;73,4;2416;Médio;0
Cerro Grande do Sul (RS);31,61;324,8;10267;Médio;3
Cerro Largo (RS);74,79;177,7;13290;Médio;0
Chapada (RS);13,71;684;9378;Baixo;0
Charqueadas (RS);163,13;216,5;35318;Alto;4
Charrua (RS);17,52;198,1;3471;Baixo;0
Chiapetta (RS);10,2;396,6;4045;Baixo;0
Chuí (RS);29,21;202,6;5918;Baixo;0
Chuvisca (RS);22,42;220,5;4944;Baixo;0
Cidreira (RS);51,52;245,9;12669;Médio;0
Ciríaco (RS);17,97;273,9;4922;Baixo;0
Colinas (RS);41,46;58,4;2421;Médio;0
Colorado (RS);12,44;285,3;3549;Baixo;0
Condor (RS);14,08;465,2;6550;Baixo;0
Constantina (RS);48,04;203;9752;Médio;0
Coqueiro Baixo (RS);13,61;112,3;1528;Baixo;0
Coqueiros do Sul (RS);8,92;275,6;2458;Baixo;0
Coronel Barros (RS);15,09;162,9;2458;Baixo;0
Coronel Bicaco (RS);15,74;492,1;7746;Baixo;0
Coronel Pilar (RS);16,36;105,4;1724;Baixo;0
Cotiporã (RS);22,72;172,4;3917;Baixo;0
Coxilha (RS);6,68;422,8;2824;Baixo;0
Crissiumal (RS);38,89;362,2;14086;Médio;0
Cristal (RS);10,68;681,6;7279;Baixo;0
Cristal do Sul (RS);28,92;97,7;2825;Baixo;0
Cruz Alta (RS);46,18;1360,4;62823;Médio;0
Cruzaltense (RS);12,83;166,9;2141;Baixo;0
Cruzeiro do Sul (RS);79,2;155,6;12324;Médio;3
David Canabarro (RS);26,77;174,9;4682;Baixo;0
Derrubadas (RS);8,83;361,3;3190;Baixo;0
Dezesseis de Novembro (RS);13,22;216,8;2866;Baixo;0
Dilermando de Aguiar (RS);5,1;600,5;3063;Baixo;0
Dois Irmãos (RS);423,17;65,2;27591;Alto;5
Dois Irmãos das Missões (RS);9,56;225,7;2158;Baixo;0
Dois Lajeados (RS);24,58;133,4;3279;Baixo;0
